case_id,order_id,expected_category,expected_txn_ids,expected_amount,expected_currency,expected_settlement_date,expected_total_settled,expected_difference,split,note
C0669,ORD-000669,missing_record,,44203.01,INR,,0,44203.01,dev,Order recorded but no corresponding settlement received (pending or lost).
C0954,ORD-000929,other_conflicting,TXN-0001231,40292.41,INR,2026-07-11,40292.41,0.0,dev,Order marked 'cancelled' in the ledger but the gateway shows it as successfully settled.
C0788,ORD-000763,duplicate_record,TXN-0000817;TXN-0000818,15342.0,INR,2026-06-28,15342.0,0.0,validation,Duplicate + partial combo: TXN-0000817 and TXN-0000818 together equal the order amount (genuine two-part settlement); TXN-0000819 duplicates one leg and should be excluded/reversed.
C0049,ORD-000049,exact_match,TXN-0000049,9693.17,INR,2026-07-03,9693.17,0.0,dev,"Amount, date, and reference all agree exactly."
C0839,ORD-000814,partial_settlement,TXN-0000922;TXN-0000923,12447.7,INR,2026-07-13,12447.7,0.0,dev,Order was settled in two parts (TXN-0000922 + TXN-0000923) summing exactly to the order amount.
C0234,ORD-000234,exact_match,TXN-0000234,38644.26,INR,2026-08-21,38644.26,0.0,dev,"Amount, date, and reference all agree exactly."
C0791,ORD-000766,partial_settlement,TXN-0000826;TXN-0000827,5753.64,INR,2026-08-06,5753.64,0.0,dev,Order was settled in two parts (TXN-0000826 + TXN-0000827) summing exactly to the order amount.
C0759,ORD-000734,duplicate_record,TXN-0000742,20537.5,INR,2026-07-02,20537.5,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0229,ORD-000229,exact_match,TXN-0000229,40359.7,INR,2026-07-14,40359.7,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0165,ORD-000165,exact_match,TXN-0000165,32683.17,INR,2026-08-27,32683.17,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0434,ORD-000434,amount_issue,TXN-0000434,11330.41,INR,2026-07-16,11331.73,-1.32,dev,Gross settlement amount differs from order amount by a small variance (₹1.32).
C0086,ORD-000086,exact_match,TXN-0000086,6416.39,INR,2026-08-23,6416.39,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0769,ORD-000744,duplicate_record,TXN-0000762,7935.18,INR,2026-07-21,7935.18,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0067,ORD-000067,exact_match,TXN-0000067,44734.16,INR,2026-07-26,44734.16,0.0,dev,"Amount, date, and reference all agree exactly."
C0098,ORD-000098,exact_match,TXN-0000098,32628.39,INR,2026-07-07,32628.39,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0495,ORD-000495,amount_issue,TXN-0000495,39398.79,INR,2026-06-06,29176.16,10222.63,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-10222.63).
C0626,ORD-000626,missing_record,,29733.1,INR,,0,29733.1,dev,Order recorded but no corresponding settlement received (pending or lost).
C0013,ORD-000013,exact_match,TXN-0000013,19063.17,INR,2026-08-02,19063.17,0.0,dev,"Reference id formatted differently ('ORD-00013' vs 'ORD-000013') — requires normalization, but amount/date/identity agree: true match."
C0413,ORD-000413,amount_issue,TXN-0000413,18791.27,INR,2026-07-08,18792.85,-1.58,test_holdout,Gross settlement amount differs from order amount by a small variance (₹1.58).
C0287,ORD-000287,exact_match,TXN-0000287,10625.86,INR,2026-08-20,10625.86,0.0,validation,"Amount, date, and reference all agree exactly."
C0157,ORD-000157,exact_match,TXN-0000157,3174.35,INR,2026-08-06,3174.35,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0191,ORD-000191,exact_match,TXN-0000191,351.47,INR,2026-06-15,351.47,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0186,ORD-000186,exact_match,TXN-0000186,35121.81,INR,2026-06-16,35121.81,0.0,dev,"Amount, date, and reference all agree exactly."
C0388,ORD-000388,exact_match,TXN-0000388,23518.63,INR,2026-08-15,23518.63,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0531,ORD-000531,date_issue,TXN-0000541,37384.95,INR,2026-08-03,37384.95,0.0,validation,"Genuine settlement (TXN-0000541) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000542) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-300954') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000541."
C0332,ORD-000332,exact_match,TXN-0000332,30130.34,INR,2026-06-13,30130.34,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0468,ORD-000468,amount_issue,TXN-0000468,34213.39,INR,2026-08-06,39984.46,-5771.07,dev,Combo case: gross settlement amount is mismatched (diff ₹5771.07) AND the reference ('ORD-000469') is malformed vs 'ORD-000468' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0322,ORD-000322,exact_match,TXN-0000322,16060.37,INR,2026-07-31,16060.37,0.0,dev,"Amount, date, and reference all agree exactly."
C0976,ORD-000951,other_conflicting,,33747.64,INR,,0,33747.64,dev,"Settlement TXN-0001245 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000950), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
C0172,ORD-000172,exact_match,TXN-0000172,11677.17,INR,2026-06-08,11677.17,0.0,validation,"Amount, date, and reference all agree exactly."
C0462,ORD-000462,amount_issue,TXN-0000462,8025.02,INR,2026-08-06,6502.49,1522.53,test_holdout,Combo case: gross settlement amount is mismatched (diff ₹-1522.53) AND the reference ('ORD-000463') is malformed vs 'ORD-000462' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0222,ORD-000222,exact_match,TXN-0000222,19462.37,INR,2026-07-17,19462.37,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0519,ORD-000519,amount_issue,TXN-0000519,40094.48,INR,2026-07-25,63233.97,-23139.49,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹23139.49).
C0253,ORD-000253,exact_match,TXN-0000253,7982.58,INR,2026-08-18,7982.58,0.0,dev,"Amount, date, and reference all agree exactly."
C0142,ORD-000142,exact_match,TXN-0000142,42934.37,INR,2026-07-26,42934.37,0.0,dev,"Amount, date, and reference all agree exactly."
C0117,ORD-000117,exact_match,TXN-0000117,11892.13,INR,2026-08-07,11892.13,0.0,dev,"Amount, date, and reference all agree exactly."
C0762,ORD-000737,duplicate_record,TXN-0000748,15001.26,INR,2026-08-19,15001.26,0.0,validation,"Near duplicate: same order and amount settled twice, one day apart."
C0799,ORD-000774,partial_settlement,TXN-0000842;TXN-0000843,12172.4,INR,2026-08-06,12172.4,0.0,dev,Order was settled in two parts (TXN-0000842 + TXN-0000843) summing exactly to the order amount.
C0263,ORD-000263,exact_match,TXN-0000263,21206.76,INR,2026-08-08,21206.76,0.0,dev,"Amount, date, and reference all agree exactly."
C0160,ORD-000160,exact_match,TXN-0000160,18853.75,INR,2026-08-02,18853.75,0.0,dev,"Amount, date, and reference all agree exactly."
C0461,ORD-000461,amount_issue,TXN-0000461,15546.09,INR,2026-08-15,19361.11,-3815.02,dev,Combo case: gross settlement amount is mismatched (diff ₹3815.02) AND the reference ('ORD000461') is malformed vs 'ORD-000461' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0261,ORD-000261,exact_match,TXN-0000261,33614.89,INR,2026-06-21,33614.89,0.0,dev,"Amount, date, and reference all agree exactly."
C0961,ORD-000936,exact_match,TXN-0001238,39461.59,INR,2026-07-06,39461.59,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0236,ORD-000236,exact_match,TXN-0000236,12024.22,INR,2026-07-18,12024.22,0.0,dev,"Amount, date, and reference all agree exactly."
C0071,ORD-000071,exact_match,TXN-0000071,3920.15,INR,2026-06-14,3920.15,0.0,dev,"Amount, date, and reference all agree exactly."
C0475,ORD-000475,amount_issue,TXN-0000475,4072.83,INR,2026-07-03,4414.82,-341.99,dev,Combo case: gross settlement amount is mismatched (diff ₹341.99) AND the reference ('ord-000475') is malformed vs 'ORD-000475' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0326,ORD-000326,exact_match,TXN-0000326,38471.88,INR,2026-07-09,38471.88,0.0,dev,"Amount, date, and reference all agree exactly."
C0053,ORD-000053,exact_match,TXN-0000053,34976.3,INR,2026-07-27,34976.3,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0293,ORD-000293,exact_match,TXN-0000293,43868.32,INR,2026-06-20,43868.32,0.0,dev,"Amount, date, and reference all agree exactly."
C0317,ORD-000317,exact_match,TXN-0000317,42305.92,INR,2026-07-24,42305.92,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0353,ORD-000353,exact_match,TXN-0000353,39453.06,INR,2026-08-16,39453.06,0.0,dev,"Amount, date, and reference all agree exactly."
C0551,ORD-000551,date_issue,TXN-0000571,16153.99,INR,2026-07-09,16153.99,0.0,dev,"Genuine settlement (TXN-0000571) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0806,ORD-000781,partial_settlement,TXN-0000856;TXN-0000857,2963.41,INR,2026-06-05,2963.41,0.0,dev,Order was settled in two parts (TXN-0000856 + TXN-0000857) summing exactly to the order amount.
C0736,ORD-000711,duplicate_record,TXN-0000696,44878.63,INR,2026-06-09,44878.63,0.0,validation,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0215,ORD-000215,exact_match,TXN-0000215,11230.59,INR,2026-06-21,11230.59,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0145,ORD-000145,exact_match,TXN-0000145,6970.26,INR,2026-06-20,6970.26,0.0,dev,"Amount, date, and reference all agree exactly."
C0010,ORD-000010,exact_match,TXN-0000010,35777.92,INR,2026-07-03,35777.92,0.0,dev,"Reference id formatted differently ('ORD000010' vs 'ORD-000010') — requires normalization, but amount/date/identity agree: true match."
C0982,ORD-000957,other_conflicting,TXN-0001249,9811.19,INR,2026-06-05,9811.19,0.0,dev,Settlement reference 'ORD-000970' is corrupted and does not cleanly normalize to 'ORD-000957' or any other real order.
C0959,ORD-000934,other_conflicting,TXN-0001236,18733.03,INR,2026-08-13,18733.03,0.0,dev,Order marked 'cancelled' in the ledger but the gateway shows it as successfully settled.
C0472,ORD-000472,amount_issue,TXN-0000472,19867.9,INR,2026-06-06,21911.69,-2043.79,dev,Combo case: gross settlement amount is mismatched (diff ₹2043.79) AND the reference ('ORD-000473') is malformed vs 'ORD-000472' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0911,ORD-000886,multiple_possible_matches,TXN-0001123,6928.82,INR,2026-08-26,6928.82,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001123 is correct. Decoys: TXN-0001124. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0525,ORD-000525,date_issue,TXN-0000529,31157.46,INR,2026-08-05,31157.46,0.0,dev,"Genuine settlement (TXN-0000529) is dated +8 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000530) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-536602') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000529."
C0631,ORD-000631,missing_record,,9337.14,INR,,0,9337.14,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0141,ORD-000141,exact_match,TXN-0000141,4303.03,INR,2026-06-28,4303.03,0.0,dev,"Amount, date, and reference all agree exactly."
C0660,ORD-000660,missing_record,,6217.36,INR,,0,6217.36,dev,Order recorded but no corresponding settlement received (pending or lost).
C0246,ORD-000246,exact_match,TXN-0000246,28773.72,INR,2026-06-10,28773.72,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0169,ORD-000169,exact_match,TXN-0000169,16866.24,INR,2026-06-26,16866.24,0.0,dev,"Amount, date, and reference all agree exactly."
C0652,ORD-000652,missing_record,,17433.27,INR,,0,17433.27,dev,Order recorded but no corresponding settlement received (pending or lost).
C0257,ORD-000257,exact_match,TXN-0000257,42436.85,INR,2026-08-29,42436.85,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0859,ORD-000834,partial_settlement,TXN-0000962;TXN-0000963,41550.34,INR,2026-08-02,27852.5,13697.84,test_holdout,Partial settlement with an unexplained shortfall: TXN-0000962 + TXN-0000963 total ₹27852.50 against an order of ₹41550.34 (short by ₹13697.84). Ranked partial_settlement ahead of amount_issue per category precedence.
C0921,ORD-000896,multiple_possible_matches,TXN-0001157,6883.72,INR,2026-06-28,6883.72,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001157 is correct. Decoys: TXN-0001158,TXN-0001159. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0299,ORD-000299,exact_match,TXN-0000299,22596.82,INR,2026-06-29,22596.82,0.0,dev,"Amount, date, and reference all agree exactly."
C0109,ORD-000109,exact_match,TXN-0000109,34548.61,INR,2026-07-07,34548.61,0.0,dev,"Amount, date, and reference all agree exactly."
C0292,ORD-000292,exact_match,TXN-0000292,12146.6,INR,2026-06-26,12146.6,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0625,ORD-000625,missing_record,,17799.55,INR,,0,17799.55,validation,Order recorded but no corresponding settlement received (pending or lost).
C0522,ORD-000522,date_issue,TXN-0000523,43850.46,INR,2026-06-24,43850.46,0.0,dev,"Genuine settlement (TXN-0000523) is dated +4 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000524) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-162923') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000523."
C0241,ORD-000241,exact_match,TXN-0000241,40315.08,INR,2026-07-17,40315.08,0.0,dev,"Amount, date, and reference all agree exactly."
C0741,ORD-000716,duplicate_record,TXN-0000706,37485.68,INR,2026-07-30,37485.68,0.0,test_holdout,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0744,ORD-000719,duplicate_record,TXN-0000712,33819.58,INR,2026-07-03,33819.58,0.0,test_holdout,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0740,ORD-000715,duplicate_record,TXN-0000704,11779.87,INR,2026-06-18,11779.87,0.0,test_holdout,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0270,ORD-000270,exact_match,TXN-0000270,40123.92,INR,2026-08-09,40123.92,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0408,ORD-000408,amount_issue,TXN-0000408,32160.54,INR,2026-06-24,32167.57,-7.03,dev,Gross settlement amount differs from order amount by a small variance (₹7.03).
C0111,ORD-000111,exact_match,TXN-0000111,25614.11,INR,2026-08-19,25614.11,0.0,dev,"Amount, date, and reference all agree exactly."
C0007,ORD-000007,exact_match,TXN-0000007,8255.58,INR,2026-08-27,8255.58,0.0,test_holdout,"Reference id formatted differently ('ORD000007' vs 'ORD-000007') — requires normalization, but amount/date/identity agree: true match."
C0480,ORD-000480,amount_issue,TXN-0000480,7291.11,INR,2026-07-01,4290.43,3000.68,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-3000.68).
C0273,ORD-000273,exact_match,TXN-0000273,4539.1,INR,2026-06-17,4539.1,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0492,ORD-000492,amount_issue,TXN-0000492,7155.08,INR,2026-07-09,5113.93,2041.15,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-2041.15).
C0868,ORD-000843,partial_settlement,TXN-0000980;TXN-0000981,37791.05,INR,2026-06-19,30216.66,7574.39,dev,Partial settlement with an unexplained shortfall: TXN-0000980 + TXN-0000981 total ₹30216.66 against an order of ₹37791.05 (short by ₹7574.39). Ranked partial_settlement ahead of amount_issue per category precedence.
C0862,ORD-000837,partial_settlement,TXN-0000968;TXN-0000969,38930.16,INR,2026-08-06,21045.64,17884.52,dev,Partial settlement with an unexplained shortfall: TXN-0000968 + TXN-0000969 total ₹21045.64 against an order of ₹38930.16 (short by ₹17884.52). Ranked partial_settlement ahead of amount_issue per category precedence.
C0617,ORD-000617,date_issue,TXN-0000637,39693.33,INR,2026-07-23,39693.33,0.0,dev,"Genuine settlement (TXN-0000637) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0987,ORD-000962,other_conflicting,TXN-0001254,10068.84,INR,2026-06-08,10068.84,0.0,dev,Settlement reference 'ORD-000948' is corrupted and does not cleanly normalize to 'ORD-000962' or any other real order.
C0588,ORD-000588,date_issue,TXN-0000608,19953.83,INR,2026-07-08,19953.83,0.0,test_holdout,"Genuine settlement (TXN-0000608) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0898,ORD-000873,multiple_possible_matches,TXN-0001071,4409.71,INR,2026-07-17,4409.71,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001071 is correct. Decoys: TXN-0001072,TXN-0001073,TXN-0001074. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0715,,missing_record,TXN-0000660,,,2026-06-13,23174.41,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0981,ORD-000956,other_conflicting,TXN-0001248,1641.72,INR,2026-08-04,1641.72,0.0,dev,Settlement reference 'ORD-000913' is corrupted and does not cleanly normalize to 'ORD-000956' or any other real order.
C0851,ORD-000826,partial_settlement,TXN-0000946;TXN-0000947,36158.79,INR,2026-06-27,22932.55,13226.24,dev,Partial settlement with an unexplained shortfall: TXN-0000946 + TXN-0000947 total ₹22932.55 against an order of ₹36158.79 (short by ₹13226.24). Ranked partial_settlement ahead of amount_issue per category precedence.
C0052,ORD-000052,exact_match,TXN-0000052,6014.73,INR,2026-08-04,6014.73,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0130,ORD-000130,exact_match,TXN-0000130,39146.13,INR,2026-08-22,39146.13,0.0,dev,"Amount, date, and reference all agree exactly."
C0509,ORD-000509,amount_issue,TXN-0000509,44112.72,INR,2026-07-14,58855.88,-14743.16,test_holdout,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹14743.16).
C0155,ORD-000155,exact_match,TXN-0000155,10321.36,INR,2026-07-18,10321.36,0.0,dev,"Amount, date, and reference all agree exactly."
C0264,ORD-000264,exact_match,TXN-0000264,43012.99,INR,2026-07-26,43012.99,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0899,ORD-000874,multiple_possible_matches,TXN-0001075,2394.51,INR,2026-08-25,2394.51,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001075 is correct. Decoys: TXN-0001076,TXN-0001077,TXN-0001078. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0966,ORD-000941,other_conflicting,,22299.45,INR,,0,22299.45,dev,"Settlement TXN-0001240 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000940), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
C0081,ORD-000081,exact_match,TXN-0000081,12282.93,INR,2026-06-25,12282.93,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0483,ORD-000483,amount_issue,TXN-0000483,39276.71,INR,2026-06-17,21021.07,18255.64,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-18255.64).
C0230,ORD-000230,exact_match,TXN-0000230,22674.47,INR,2026-07-03,22674.47,0.0,dev,"Amount, date, and reference all agree exactly."
C0834,ORD-000809,partial_settlement,TXN-0000912;TXN-0000913,20584.71,INR,2026-07-20,20584.71,0.0,dev,Order was settled in two parts (TXN-0000912 + TXN-0000913) summing exactly to the order amount.
C0505,ORD-000505,amount_issue,TXN-0000505,7092.38,INR,2026-08-26,3242.91,3849.47,test_holdout,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-3849.47).
C0366,ORD-000366,exact_match,TXN-0000366,41537.72,INR,2026-06-25,41537.72,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0103,ORD-000103,exact_match,TXN-0000103,17041.33,INR,2026-06-14,17041.33,0.0,dev,"Amount, date, and reference all agree exactly."
C0785,ORD-000760,duplicate_record,TXN-0000808;TXN-0000809,5434.72,INR,2026-08-28,5434.72,0.0,dev,Duplicate + partial combo: TXN-0000808 and TXN-0000809 together equal the order amount (genuine two-part settlement); TXN-0000810 duplicates one leg and should be excluded/reversed.
C0121,ORD-000121,exact_match,TXN-0000121,5572.78,INR,2026-07-11,5572.78,0.0,validation,"Amount, date, and reference all agree exactly."
C0972,ORD-000947,other_conflicting,,34170.07,INR,,0,34170.07,validation,"Settlement TXN-0001243 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000946), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
C0813,ORD-000788,partial_settlement,TXN-0000870;TXN-0000871,6152.26,INR,2026-07-28,6152.26,0.0,validation,Order was settled in two parts (TXN-0000870 + TXN-0000871) summing exactly to the order amount.
C0262,ORD-000262,exact_match,TXN-0000262,10876.67,INR,2026-08-18,10876.67,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0730,ORD-000705,duplicate_record,TXN-0000684,3426.44,INR,2026-07-02,3426.44,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0916,ORD-000891,multiple_possible_matches,TXN-0001140,5440.94,INR,2026-06-16,5440.94,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001140 is correct. Decoys: TXN-0001141. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0802,ORD-000777,partial_settlement,TXN-0000848;TXN-0000849,6148.38,INR,2026-08-15,6148.38,0.0,dev,Order was settled in two parts (TXN-0000848 + TXN-0000849) summing exactly to the order amount.
C0518,ORD-000518,amount_issue,TXN-0000518,275.68,INR,2026-07-19,308.06,-32.38,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹32.38).
C0425,ORD-000425,amount_issue,TXN-0000425,8330.36,INR,2026-08-20,8335.03,-4.67,validation,Gross settlement amount differs from order amount by a small variance (₹4.67).
C0973,ORD-000948,exact_match,TXN-0001244,30801.72,INR,2026-07-22,30801.72,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0815,ORD-000790,partial_settlement,TXN-0000874;TXN-0000875,38654.52,INR,2026-06-11,38654.52,0.0,test_holdout,Order was settled in two parts (TXN-0000874 + TXN-0000875) summing exactly to the order amount.
C0481,ORD-000481,amount_issue,TXN-0000481,13481.83,INR,2026-06-27,17734.0,-4252.17,test_holdout,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹4252.17).
C0216,ORD-000216,exact_match,TXN-0000216,37935.45,INR,2026-08-11,37935.45,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0119,ORD-000119,exact_match,TXN-0000119,17824.51,INR,2026-08-02,17824.51,0.0,dev,"Amount, date, and reference all agree exactly."
C0561,ORD-000561,date_issue,TXN-0000581,11457.48,INR,2026-07-18,11457.48,0.0,dev,"Genuine settlement (TXN-0000581) is dated +8 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0946,ORD-000921,other_conflicting,TXN-0001223,30679.69,INR,2026-08-19,369.63,30310.06,dev,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0499,ORD-000499,amount_issue,TXN-0000499,23107.87,INR,2026-08-27,9747.95,13359.92,validation,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-13359.92).
C0183,ORD-000183,exact_match,TXN-0000183,9494.1,INR,2026-06-11,9494.1,0.0,validation,"Amount, date, and reference all agree exactly."
C0278,ORD-000278,exact_match,TXN-0000278,25918.16,INR,2026-06-12,25918.16,0.0,dev,"Amount, date, and reference all agree exactly."
C0497,ORD-000497,amount_issue,TXN-0000497,37319.09,INR,2026-08-18,58732.72,-21413.63,validation,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹21413.63).
C0228,ORD-000228,exact_match,TXN-0000228,3088.4,INR,2026-06-29,3088.4,0.0,dev,"Amount, date, and reference all agree exactly."
C0239,ORD-000239,exact_match,TXN-0000239,41791.4,INR,2026-08-15,41791.4,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0529,ORD-000529,date_issue,TXN-0000537,31398.07,INR,2026-08-17,31398.07,0.0,dev,"Genuine settlement (TXN-0000537) is dated +4 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000538) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-812500') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000537."
C0283,ORD-000283,exact_match,TXN-0000283,22139.58,INR,2026-06-11,22139.58,0.0,validation,"Amount, date, and reference all agree exactly."
C0207,ORD-000207,exact_match,TXN-0000207,4143.05,INR,2026-07-23,4143.05,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0935,ORD-000910,multiple_possible_matches,TXN-0001198,7470.41,INR,2026-08-21,7470.41,0.0,validation,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001198 is correct. Decoys: TXN-0001199,TXN-0001200,TXN-0001201. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0517,ORD-000517,amount_issue,TXN-0000517,43646.1,INR,2026-08-21,27920.44,15725.66,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-15725.66).
C0385,ORD-000385,exact_match,TXN-0000385,2731.6,INR,2026-08-17,2731.6,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0291,ORD-000291,exact_match,TXN-0000291,15132.31,INR,2026-06-18,15132.31,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0975,ORD-000950,exact_match,TXN-0001245,33747.64,INR,2026-06-06,33747.64,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0659,ORD-000659,missing_record,,40082.29,INR,,0,40082.29,dev,Order recorded but no corresponding settlement received (pending or lost).
C0427,ORD-000427,amount_issue,TXN-0000427,20957.71,INR,2026-08-14,20954.58,3.13,dev,Gross settlement amount differs from order amount by a small variance (₹3.13).
C0383,ORD-000383,exact_match,TXN-0000383,24124.9,INR,2026-07-15,24124.9,0.0,validation,"Amount, date, and reference all agree exactly."
C0978,ORD-000953,other_conflicting,,44474.59,INR,,0,44474.59,dev,"Settlement TXN-0001246 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000952), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
C0763,ORD-000738,duplicate_record,TXN-0000750,31961.41,INR,2026-08-24,31961.41,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
