txn_id,reference_order_id,settlement_date,gross_amount,currency,fee,net_amount,settlement_status
TXN-0000405,ORD-000405,2026-06-10,42046.54,INR,1020.02,41026.52,settled
TXN-0000178,ORD-000178,2026-08-03,8354.82,INR,183.15,8171.67,settled
TXN-0000341,ORD-000341,2026-07-13,36415.69,INR,722.73,35692.96,settled
TXN-0000743,ORD-000734,2026-07-03,20537.5,INR,380.42,20157.08,settled
TXN-0001221,ORD-000919,2026-06-22,99.02,USD,2.27,96.75,settled
TXN-0000898,ORD-000802,2026-08-04,10614.74,INR,244.09,10370.65,settled
TXN-0000135,ORD-000135,2026-07-13,44841.91,INR,918.27,43923.64,settled
TXN-0000455,ORD-000455,2026-07-20,26241.74,INR,553.2,25688.54,settled
TXN-0000197,ORD-000197,2026-06-27,36691.26,INR,686.79,36004.47,settled
TXN-0000602,ORD-000582,2026-08-14,42351.16,INR,639.1,41712.06,settled
TXN-0000170,ORD-000170,2026-07-31,1508.15,INR,32.05,1476.1,settled
TXN-0000623,ORD-000603,2026-07-29,30772.21,INR,566.07,30206.14,settled
TXN-0000930,ORD-000818,2026-07-23,22452.42,INR,356.91,22095.51,settled
TXN-0000218,ORD-000218,2026-07-10,29258.9,INR,563.45,28695.45,settled
TXN-0000450,ORD-000450,2026-07-31,12207.45,INR,183.64,12023.81,settled
TXN-0000719,ORD-000722,2026-07-15,37185.75,INR,642.7,36543.05,settled
TXN-0001184,UNSPECIFIED,2026-08-29,3016.79,INR,61.78,2955.01,settled
TXN-0001187,UNSPECIFIED,2026-08-20,3158.54,INR,66.95,3091.59,settled
TXN-0000160,ORD-000160,2026-08-02,18853.75,INR,394.95,18458.8,settled
TXN-0000744,ORD-000735,2026-06-13,44305.74,INR,1046.61,43259.13,settled
TXN-0001095,UNSPECIFIED,2026-06-12,4639.48,INR,91.53,4547.95,settled
TXN-0000458,ord-000458,2026-08-28,27828.2,INR,681.21,27146.99,settled
TXN-0000283,ORD-000283,2026-06-11,22139.58,INR,355.24,21784.34,settled
TXN-0000701,ORD-000713,2026-08-20,2407.06,INR,38.33,2368.73,settled
TXN-0000600,ORD-000580,2026-08-08,34384.39,INR,739.83,33644.56,settled
TXN-0000935,ORD-000820,2026-06-22,9221.09,INR,146.78,9074.31,settled
TXN-0000261,ORD-000261,2026-06-21,33614.89,INR,634.89,32980.0,settled
TXN-0000274,ORD-000274,2026-07-25,11863.01,INR,211.47,11651.54,settled
TXN-0000528,ORD-GHOST-333290,2026-06-18,13574.14,INR,295.74,13278.4,settled
TXN-0001004,UNSPECIFIED,2026-08-24,6866.11,INR,151.44,6714.67,settled
TXN-0000923,ORD-000814,2026-07-13,8680.63,INR,150.24,8530.39,settled
TXN-0000153,ORD-000153,2026-07-23,31753.72,INR,537.94,31215.78,settled
TXN-0000634,ORD-000614,2026-09-04,2007.14,INR,41.12,1966.02,settled
TXN-0000549,ORD-000535,2026-07-17,36214.33,INR,842.21,35372.12,settled
TXN-0000314,ORD-000314,2026-08-18,16092.96,INR,302.84,15790.12,settled
TXN-0000885,ORD-000795,2026-07-31,14159.35,INR,311.47,13847.88,settled
TXN-0000176,ORD-000176,2026-07-02,4960.67,INR,121.73,4838.94,settled
TXN-0000211,ORD-000211,2026-06-07,27402.87,INR,658.83,26744.04,settled
TXN-0000574,ORD-000554,2026-07-05,39295.69,INR,708.89,38586.8,settled
TXN-0000330,ORD-000330,2026-06-25,34967.31,INR,597.43,34369.88,settled
TXN-0000128,ORD-000128,2026-08-20,18091.87,INR,401.56,17690.31,settled
TXN-0000459,ORD-000450,2026-08-26,4305.41,INR,88.75,4216.66,settled
TXN-0001087,UNSPECIFIED,2026-07-20,1142.75,INR,17.51,1125.24,settled
TXN-0000864,ORD-000785,2026-06-11,16221.29,INR,376.64,15844.65,settled
TXN-0001038,UNSPECIFIED,2026-07-02,1143.35,INR,19.13,1124.22,settled
TXN-0001081,UNSPECIFIED,2026-08-19,7504.39,INR,122.55,7381.84,settled
TXN-0001198,UNSPECIFIED,2026-08-21,7470.41,INR,120.74,7349.67,settled
TXN-0000513,ORD-000513,2026-08-28,4340.73,INR,73.12,4267.61,settled
TXN-0000227,ORD-000227,2026-08-02,13061.49,INR,290.11,12771.38,settled
TXN-0000039,ORD000039,2026-07-17,3762.13,INR,69.14,3692.99,settled
TXN-0000671,ORD-000698,2026-06-26,12864.25,INR,209.32,12654.93,settled
TXN-0000134,ORD-000134,2026-08-04,40782.3,INR,796.47,39985.83,settled
TXN-0000678,ORD-000702,2026-06-20,37872.16,INR,728.66,37143.5,settled
TXN-0000373,ORD-000373,2026-07-17,42932.08,INR,823.42,42108.66,settled
TXN-0001039,UNSPECIFIED,2026-07-02,1143.35,INR,27.45,1115.9,settled
TXN-0000185,ORD-000185,2026-08-27,10686.76,INR,231.31,10455.45,settled
TXN-0000666,ORD-000696,2026-08-03,12280.54,INR,198.65,12081.89,settled
TXN-0001262,ORD-000970,2026-06-21,-6689.79,INR,0.0,-6689.79,chargeback
TXN-0001223,ORD-000921,2026-08-19,369.63,USD,8.44,361.19,settled
TXN-0000901,ORD-000803,2026-08-26,14979.9,INR,336.3,14643.6,settled
TXN-0000469,ORD000469,2026-07-30,19057.84,INR,422.22,18635.62,settled
TXN-0000250,ORD-000250,2026-07-22,8476.76,INR,193.17,8283.59,settled
TXN-0001031,UNSPECIFIED,2026-08-11,6250.84,INR,130.78,6120.06,settled
TXN-0000512,ORD-000512,2026-06-05,55124.82,INR,1116.52,54008.3,settled
TXN-0000838,ORD-000772,2026-06-29,6577.16,INR,133.56,6443.6,settled
TXN-0001102,UNSPECIFIED,2026-08-02,6117.49,INR,141.57,5975.92,settled
TXN-0000017,ord-000017,2026-07-20,39933.76,INR,740.96,39192.8,settled
TXN-0001241,ORD-000942,2026-08-23,11727.71,INR,283.8,11443.91,settled
TXN-0000267,ORD-000267,2026-07-15,43986.75,INR,678.12,43308.63,settled
TXN-0000970,ORD-000838,2026-06-17,1126.98,INR,20.07,1106.91,settled
TXN-0000912,ORD-000809,2026-07-20,9978.61,INR,207.01,9771.6,settled
TXN-0000141,ORD-000141,2026-06-28,4303.03,INR,92.33,4210.7,settled
TXN-0000442,ORD-000442,2026-08-24,17498.51,INR,315.62,17182.89,settled
TXN-0000870,ORD-000788,2026-07-26,1982.42,INR,44.17,1938.25,settled
TXN-0000124,ORD-000124,2026-08-16,3576.57,INR,84.2,3492.37,settled
TXN-0001167,UNSPECIFIED,2026-07-25,2118.78,INR,32.9,2085.88,settled
TXN-0000941,ORD-000823,2026-06-20,5421.64,INR,131.24,5290.4,settled
TXN-0000716,ORD-000721,2026-06-07,17731.79,INR,406.7,17325.09,settled
TXN-0000235,ORD-000235,2026-06-14,11453.62,INR,216.96,11236.66,settled
TXN-0000749,ORD-000737,2026-08-20,15001.26,INR,279.3,14721.96,settled
TXN-0000382,ORD-000382,2026-08-13,6742.91,INR,162.76,6580.15,settled
TXN-0000479,ORD-000479,2026-06-12,5672.53,INR,130.18,5542.35,settled
TXN-0000240,ORD-000240,2026-06-29,6849.01,INR,131.34,6717.67,settled
TXN-0000794,ORD-000755,2026-08-25,9307.9,INR,173.38,9134.52,settled
TXN-0000910,ORD-000808,2026-06-01,1189.79,INR,26.09,1163.7,settled
TXN-0000962,ORD-000834,2026-08-01,11648.31,INR,196.95,11451.36,settled
TXN-0000522,ORD-GHOST-660668,2026-07-31,3964.13,INR,95.48,3868.65,settled
TXN-0000919,ORD-000812,2026-06-19,6093.54,INR,97.17,5996.37,settled
TXN-0000494,ORD-000494,2026-08-27,20455.61,INR,365.41,20090.2,settled
TXN-0000482,ORD-000482,2026-07-05,16182.88,INR,325.31,15857.57,settled
TXN-0000120,ORD-000120,2026-07-28,18333.06,INR,338.05,17995.01,settled
TXN-0000664,ORD-UNKNOWN-983211,2026-08-01,29067.62,INR,524.2,28543.42,settled
TXN-0000953,ORD-000829,2026-06-19,10421.05,INR,182.54,10238.51,settled
TXN-0000586,ORD-000566,2026-06-01,9941.39,INR,169.04,9772.35,settled
TXN-0000106,ORD-000106,2026-08-07,3112.36,INR,71.87,3040.49,settled
TXN-0000310,ORD-000310,2026-06-27,23437.02,INR,458.61,22978.41,settled
TXN-0000032,ORD-00032,2026-08-28,7390.52,INR,137.59,7252.93,settled
TXN-0001158,UNSPECIFIED,2026-06-29,6883.72,INR,117.94,6765.78,settled
TXN-0000076,ORD-000076,2026-07-04,3905.85,INR,92.29,3813.56,settled
TXN-0000752,ORD-000739,2026-08-26,2826.94,INR,56.49,2770.45,settled
TXN-0000246,ORD-000246,2026-06-10,28773.72,INR,547.26,28226.46,settled
TXN-0001168,UNSPECIFIED,2026-07-25,2118.78,INR,50.2,2068.58,settled
TXN-0000920,ORD-000813,2026-07-27,3215.57,INR,63.45,3152.12,settled
TXN-0001016,UNSPECIFIED,2026-08-21,5818.42,INR,144.19,5674.23,settled
TXN-0000810,ORD-000760,2026-08-29,2717.36,INR,60.94,2656.42,settled
TXN-0000234,ORD-000234,2026-08-21,38644.26,INR,803.82,37840.44,settled
TXN-0000663,ORD-UNKNOWN-476897,2026-06-12,7760.93,INR,142.15,7618.78,settled
TXN-0000035,ORD000035,2026-06-29,24036.77,INR,507.95,23528.82,settled
TXN-0001247,ORD-000954,2026-06-17,15920.31,INR,280.15,15640.16,settled
TXN-0000186,ORD-000186,2026-06-16,35121.81,INR,725.93,34395.88,settled
TXN-0000610,ORD-000590,2026-06-07,4985.02,INR,78.04,4906.98,settled
TXN-0000761,ORD-000743,2026-07-06,6632.0,INR,133.17,6498.83,settled
TXN-0000536,ORD-GHOST-580410,2026-06-25,23955.3,INR,413.6,23541.7,settled
TXN-0000875,ORD-000790,2026-06-11,22229.59,INR,504.37,21725.22,settled
TXN-0000302,ORD-000302,2026-07-01,30105.12,INR,684.6,29420.52,settled
TXN-0000802,ORD-000758,2026-07-02,19941.08,INR,318.34,19622.74,settled
TXN-0001060,UNSPECIFIED,2026-06-05,731.79,INR,16.23,715.56,settled
TXN-0001234,ORD-000932,2026-06-21,25876.43,INR,514.62,25361.81,settled
TXN-0001064,UNSPECIFIED,2026-06-24,1942.52,INR,45.2,1897.32,settled
TXN-0000492,ORD-000492,2026-07-09,5113.93,INR,124.86,4989.07,settled
TXN-0000886,ORD-000796,2026-06-30,169.21,INR,3.93,165.28,settled
TXN-0000138,ORD-000138,2026-07-23,17320.28,INR,325.08,16995.2,settled
TXN-0001107,ORD-000881,2026-08-18,1507.14,INR,27.79,1479.35,settled
TXN-0000873,ORD-000789,2026-06-04,22239.07,INR,452.38,21786.69,settled
TXN-0000676,ORD-000701,2026-08-13,9610.5,INR,166.19,9444.31,settled
TXN-0000265,ORD-000265,2026-06-28,17711.6,INR,426.99,17284.61,settled
TXN-0000110,ORD-000110,2026-08-16,6762.01,INR,148.28,6613.73,settled
TXN-0000863,ORD-000784,2026-07-30,23621.65,INR,469.13,23152.52,settled
TXN-0001012,UNSPECIFIED,2026-08-08,3590.31,INR,80.47,3509.84,settled
TXN-0000015,ORD-00015,2026-06-09,37822.55,INR,591.92,37230.63,settled
TXN-0000551,ORD-000536,2026-08-03,33215.63,INR,512.68,32702.95,settled
TXN-0000098,ORD-000098,2026-07-07,32628.39,INR,758.56,31869.83,settled
TXN-0000304,ORD-000304,2026-07-29,19548.92,INR,312.37,19236.55,settled
TXN-0001057,UNSPECIFIED,2026-08-14,598.61,INR,11.98,586.63,settled
TXN-0001066,UNSPECIFIED,2026-07-10,7690.32,INR,119.63,7570.69,settled
TXN-0001121,UNSPECIFIED,2026-06-18,6797.77,INR,162.87,6634.9,settled
TXN-0001245,ORD-000950,2026-06-06,33747.64,INR,605.83,33141.81,settled
TXN-0000219,ORD-000219,2026-08-24,16630.13,INR,253.34,16376.79,settled
TXN-0000903,ORD-000804,2026-06-04,4599.11,INR,101.55,4497.56,settled
TXN-0000431,ORD-000431,2026-07-24,26935.03,INR,418.02,26517.01,settled
TXN-0000243,ORD-000243,2026-08-06,16168.25,INR,291.22,15877.03,settled
TXN-0001260,ORD-000968,2026-06-18,-22006.59,INR,0.0,-22006.59,chargeback
TXN-0000428,ORD-000428,2026-06-24,2180.79,INR,49.32,2131.47,settled
TXN-0001253,ORD-000942,2026-06-29,21404.07,INR,376.62,21027.45,settled
TXN-0001173,UNSPECIFIED,2026-06-21,1991.54,INR,36.97,1954.57,settled
TXN-0000344,ORD-000344,2026-08-10,34710.26,INR,639.35,34070.91,settled
TXN-0001259,ORD-000967,2026-08-27,-2564.83,INR,0.0,-2564.83,chargeback
TXN-0000950,ORD-000828,2026-06-08,5337.23,INR,83.37,5253.86,settled
TXN-0000294,ORD-000294,2026-06-21,10744.16,INR,263.77,10480.39,settled
TXN-0000423,ORD-000423,2026-07-12,35100.78,INR,861.39,34239.39,settled
TXN-0000618,ORD-000598,2026-08-24,26952.01,INR,560.39,26391.62,settled
TXN-0000836,ORD-000771,2026-07-28,12285.62,INR,189.15,12096.47,settled
TXN-0000433,ORD-000433,2026-07-12,36709.07,INR,902.26,35806.81,settled
TXN-0000992,ORD-000847,2026-06-01,467.79,INR,9.65,458.14,settled
TXN-0000979,ORD-000842,2026-06-30,421.95,INR,7.53,414.42,settled
TXN-0000190,ORD-000190,2026-06-30,29286.38,INR,729.51,28556.87,settled
TXN-0000071,ORD-000071,2026-06-14,3920.15,INR,89.34,3830.81,settled
TXN-0000372,ORD-000372,2026-07-27,21220.62,INR,487.51,20733.11,settled
TXN-0000857,ORD-000781,2026-06-05,1826.7,INR,40.59,1786.11,settled
TXN-0000097,ORD-000097,2026-08-17,17619.81,INR,351.37,17268.44,settled
TXN-0000254,ORD-000254,2026-08-01,32235.63,INR,624.29,31611.34,settled
TXN-0000468,ORD-000469,2026-08-06,39984.46,INR,795.86,39188.6,settled
TXN-0000642,ORD-UNKNOWN-797704,2026-07-21,44107.39,INR,1091.29,43016.1,settled
TXN-0000474,ORD-000475,2026-06-09,14218.31,INR,282.15,13936.16,settled
TXN-0000673,ORD-000699,2026-07-01,32737.15,INR,782.62,31954.53,settled
TXN-0000189,ORD-000189,2026-07-14,3056.46,INR,61.35,2995.11,settled
TXN-0000034,ORD000034,2026-06-12,31374.43,INR,582.21,30792.22,settled
TXN-0000282,ORD-000282,2026-08-29,10534.01,INR,225.06,10308.95,settled
TXN-0000441,ORD-000441,2026-07-07,11071.59,INR,229.2,10842.39,settled
TXN-0001061,UNSPECIFIED,2026-06-24,1942.52,INR,48.3,1894.22,settled
TXN-0000376,ORD-000376,2026-08-17,15042.0,INR,227.96,14814.04,settled
TXN-0001166,ORD-000899,2026-06-23,638.45,INR,13.37,625.08,settled
TXN-0001096,UNSPECIFIED,2026-06-11,4639.48,INR,97.62,4541.86,settled
TXN-0001048,UNSPECIFIED,2026-06-20,6538.69,INR,125.73,6412.96,settled
TXN-0000201,ORD-000201,2026-07-05,18529.03,INR,355.36,18173.67,settled
TXN-0000746,ORD-000736,2026-07-19,6206.22,INR,134.45,6071.77,settled
TXN-0000942,ORD-000824,2026-07-28,2536.76,INR,55.73,2481.03,settled
TXN-0000237,ORD-000237,2026-06-11,19986.33,INR,491.26,19495.07,settled
TXN-0000490,ORD-000490,2026-07-22,18172.94,INR,438.46,17734.48,settled
TXN-0000175,ORD-000175,2026-08-18,41253.21,INR,645.75,40607.46,settled
TXN-0000546,ORD-GHOST-841790,2026-06-02,31631.61,INR,517.37,31114.24,settled
TXN-0000570,ORD-000550,2026-09-01,6592.75,INR,103.08,6489.67,settled
TXN-0000861,ORD-000783,2026-07-17,7654.01,INR,183.62,7470.39,settled
TXN-0001032,UNSPECIFIED,2026-07-09,3269.11,INR,57.4,3211.71,settled
TXN-0000270,ORD-000270,2026-08-09,40123.92,INR,905.1,39218.82,settled
TXN-0000828,ORD-000767,2026-07-07,2868.6,INR,54.05,2814.55,settled
TXN-0001050,UNSPECIFIED,2026-06-20,6538.69,INR,150.2,6388.49,settled
TXN-0000298,ORD-000298,2026-07-31,1671.83,INR,32.38,1639.45,settled
TXN-0000359,ORD-000359,2026-08-13,23568.61,INR,452.77,23115.84,settled
TXN-0001251,ORD-000992,2026-06-18,29087.68,INR,490.4,28597.28,settled
TXN-0001010,UNSPECIFIED,2026-08-16,3769.95,INR,92.61,3677.34,settled
TXN-0000279,ORD-000279,2026-06-26,13081.81,INR,260.44,12821.37,settled
TXN-0000830,ORD-000768,2026-08-17,9672.74,INR,165.7,9507.04,settled
TXN-0000087,ORD-000087,2026-06-03,3321.92,INR,64.14,3257.78,settled
TXN-0001021,UNSPECIFIED,2026-06-30,7250.68,INR,118.01,7132.67,settled
TXN-0001242,ORD-000944,2026-08-04,44905.92,INR,984.63,43921.29,settled
TXN-0001037,UNSPECIFIED,2026-06-05,6250.87,INR,143.67,6107.2,settled
TXN-0000117,ORD-000117,2026-08-07,11892.13,INR,275.92,11616.21,settled
TXN-0000859,ORD-000782,2026-08-22,15262.39,INR,277.12,14985.27,settled
TXN-0000891,ORD-000798,2026-06-09,9906.29,INR,211.86,9694.43,settled
TXN-0000007,ORD000007,2026-08-27,8255.58,INR,154.58,8101.0,settled
TXN-0000742,ORD-000734,2026-07-02,20537.5,INR,359.57,20177.93,settled
TXN-0000847,ORD-000776,2026-06-08,22965.77,INR,491.88,22473.89,settled
TXN-0000997,UNSPECIFIED,2026-07-23,3893.14,INR,92.98,3800.16,settled
TXN-0000269,ORD-000269,2026-06-09,38563.93,INR,946.58,37617.35,settled
TXN-0000553,ORD-000537,2026-07-20,24765.16,INR,379.93,24385.23,settled
TXN-0000058,ORD-000058,2026-06-11,20029.69,INR,421.85,19607.84,settled
TXN-0000301,ORD-000301,2026-07-27,31597.11,INR,607.03,30990.08,settled
TXN-0000498,ORD-000498,2026-07-15,23012.02,INR,392.58,22619.44,settled
TXN-0000430,ORD-000430,2026-08-13,20865.62,INR,394.1,20471.52,settled
TXN-0001254,ORD-000948,2026-06-08,10068.84,INR,248.81,9820.03,settled
TXN-0000945,ORD-000825,2026-06-13,8652.85,INR,139.01,8513.84,settled
TXN-0000280,ORD-000280,2026-08-04,31330.08,INR,655.6,30674.48,settled
TXN-0001196,UNSPECIFIED,2026-07-12,700.62,INR,14.16,686.46,settled
TXN-0000085,ORD-000085,2026-06-28,44212.46,INR,1053.11,43159.35,settled
TXN-0001082,UNSPECIFIED,2026-08-11,7575.55,INR,118.42,7457.13,settled
TXN-0000555,ORD-000538,2026-07-19,8812.69,INR,206.06,8606.63,settled
TXN-0001159,ORD-000896,2026-06-28,1895.13,INR,29.0,1866.13,settled
TXN-0001232,ORD-000930,2026-08-25,35497.74,INR,884.17,34613.57,settled
TXN-0000060,ORD-000060,2026-08-04,42376.33,INR,1006.85,41369.48,settled
TXN-0000564,ORD-000544,2026-06-20,31227.42,INR,539.99,30687.43,settled
TXN-0000519,ORD-000519,2026-07-25,63233.97,INR,1059.98,62173.99,settled
TXN-0000899,ORD-000802,2026-08-04,14724.09,INR,324.8,14399.29,settled
TXN-0001000,UNSPECIFIED,2026-07-24,3893.14,INR,74.27,3818.87,settled
TXN-0001079,UNSPECIFIED,2026-08-19,7504.39,INR,120.44,7383.95,settled
TXN-0000033,ord-000033,2026-08-29,24511.28,INR,607.51,23903.77,settled
TXN-0000259,ORD-000259,2026-07-04,13408.42,INR,269.16,13139.26,settled
TXN-0000090,ORD-000090,2026-06-21,12216.3,INR,300.74,11915.56,settled
TXN-0001083,UNSPECIFIED,2026-08-12,7575.55,INR,116.29,7459.26,settled
TXN-0000169,ORD-000169,2026-06-26,16866.24,INR,314.43,16551.81,settled
TXN-0000131,ORD-000131,2026-06-17,7808.71,INR,140.38,7668.33,settled
TXN-0000386,ORD-000386,2026-07-04,26449.52,INR,518.34,25931.18,settled
TXN-0000871,ORD-000788,2026-07-28,4169.84,INR,78.35,4091.49,settled
TXN-0001192,UNSPECIFIED,2026-08-26,6012.88,INR,110.64,5902.24,settled
TXN-0000706,ORD-000716,2026-07-30,37485.68,INR,783.59,36702.09,settled
TXN-0000419,ORD-000419,2026-08-06,18457.33,INR,432.25,18025.08,settled
TXN-0000163,ORD-000163,2026-07-13,33012.66,INR,603.88,32408.78,settled
TXN-0000364,ORD-000364,2026-06-16,44401.17,INR,719.9,43681.27,settled
TXN-0001003,UNSPECIFIED,2026-07-07,631.31,INR,12.12,619.19,settled
TXN-0000385,ORD-000385,2026-08-17,2731.6,INR,46.62,2684.98,settled
TXN-0000052,ORD-000052,2026-08-04,6014.73,INR,91.35,5923.38,settled
TXN-0001117,UNSPECIFIED,2026-08-11,5268.58,INR,121.86,5146.72,settled
TXN-0000617,ORD-000597,2026-07-18,326.35,INR,5.94,320.41,settled
TXN-0000702,ORD-000714,2026-07-15,26287.56,INR,571.15,25716.41,settled
TXN-0000554,ORD-GHOST-808017,2026-07-16,24765.16,INR,431.52,24333.64,settled
TXN-0000966,ORD-000836,2026-08-18,14559.92,INR,294.82,14265.1,settled
TXN-0000948,ORD-000827,2026-06-21,15495.22,INR,260.41,15234.81,settled
TXN-0000788,ORD-000753,2026-07-05,2597.11,INR,60.7,2536.41,settled
TXN-0000609,ORD-000589,2026-07-13,40561.19,INR,694.45,39866.74,settled
TXN-0000089,ORD-000089,2026-07-07,27005.21,INR,529.15,26476.06,settled
TXN-0001108,UNSPECIFIED,2026-07-03,6405.92,INR,98.61,6307.31,settled
TXN-0000214,ORD-000214,2026-06-28,2020.81,INR,37.57,1983.24,settled
TXN-0000841,ORD-000773,2026-06-27,7575.99,INR,115.79,7460.2,settled
TXN-0000161,ORD-000161,2026-07-23,2587.97,INR,42.49,2545.48,settled
TXN-0000741,ORD-000733,2026-06-22,17683.48,INR,296.26,17387.22,settled
TXN-0000651,ORD-UNKNOWN-892980,2026-06-18,4116.26,INR,81.11,4035.15,settled
TXN-0001145,UNSPECIFIED,2026-06-08,5028.38,INR,93.87,4934.51,settled
TXN-0000391,ORD-000391,2026-07-22,35109.37,INR,699.82,34409.55,settled
TXN-0000210,ORD-000210,2026-06-28,13677.45,INR,271.19,13406.26,settled
TXN-0000307,ORD-000307,2026-07-25,23393.61,INR,393.73,22999.88,settled
TXN-0000691,ORD-000708,2026-07-23,35429.13,INR,618.18,34810.95,settled
TXN-0000205,ORD-000205,2026-06-15,36943.53,INR,688.9,36254.63,settled
TXN-0001231,ORD-000929,2026-07-11,40292.41,INR,712.75,39579.66,settled
TXN-0000460,ORD-000461,2026-08-14,9249.62,INR,221.91,9027.71,settled
TXN-0000943,ORD-000824,2026-07-28,2356.36,INR,45.83,2310.53,settled
TXN-0000241,ORD-000241,2026-07-17,40315.08,INR,851.66,39463.42,settled
TXN-0001030,UNSPECIFIED,2026-08-10,6250.84,INR,106.52,6144.32,settled
TXN-0001118,ORD-000884,2026-08-12,1909.19,INR,35.91,1873.28,settled
TXN-0000408,ORD-000408,2026-06-24,32167.57,INR,568.21,31599.36,settled
TXN-0000411,ORD-000411,2026-08-20,40299.2,INR,652.52,39646.68,settled
TXN-0001001,ORD-000849,2026-07-23,1813.85,INR,29.1,1784.75,settled
TXN-0001007,UNSPECIFIED,2026-08-25,6866.11,INR,149.67,6716.44,settled
TXN-0000041,ORD-000041,2026-07-16,36014.02,INR,583.39,35430.63,settled
TXN-0000705,ORD-000715,2026-06-18,11779.87,INR,283.28,11496.59,settled
TXN-0000425,ORD-000425,2026-08-20,8335.03,INR,204.65,8130.38,settled
TXN-0000816,ORD-000762,2026-06-20,12000.43,INR,214.66,11785.77,settled
TXN-0000693,ORD-000709,2026-08-05,30594.44,INR,694.55,29899.89,settled
TXN-0000981,ORD-000843,2026-06-19,12842.36,INR,195.85,12646.51,settled
TXN-0000162,ORD-000162,2026-06-07,31987.16,INR,767.11,31220.05,settled
TXN-0000964,ORD-000835,2026-07-31,3308.09,INR,56.98,3251.11,settled
TXN-0000685,ORD-000705,2026-07-02,3426.44,INR,52.81,3373.63,settled
TXN-0001194,UNSPECIFIED,2026-07-21,4620.42,INR,110.78,4509.64,settled
TXN-0000446,ORD-000446,2026-07-08,2697.26,INR,49.85,2647.41,settled
TXN-0000622,ORD-000602,2026-06-24,22692.94,INR,510.89,22182.05,settled
TXN-0000260,ORD-000260,2026-06-23,11827.53,INR,201.4,11626.13,settled
TXN-0000771,ORD-000747,2026-07-18,15567.33,INR,310.69,15256.64,settled
TXN-0000305,ORD-000305,2026-07-25,11021.47,INR,234.71,10786.76,settled
TXN-0001059,UNSPECIFIED,2026-06-04,731.79,INR,14.73,717.06,settled
